truckingcompanyid,productid,distanceinmiles,fuelcost,linehaulcost,source,destination
4533,6,2724.96,3.95,101.27,El Paso,New Orleans
9458,19,973.2,5.91,256.53,Tucson,Nashville
2287,19,1070.52,5.6,380.35,Colorado Springs,New Orleans
1847,6,973.2,5.38,565.69,Austin,Boston
6734,16,1557.12,5.22,458.08,Washington,Sacramento
4725,5,1557.12,5.13,730.99,Memphis,Jacksonville
2250,4,3016.92,6.54,505.12,Fresno,Chicago
8607,24,1362.48,5.78,339.76,Albuquerque,Minneapolis
7721,21,97.32,6.96,4008.87,Washington,Boston
8249,14,4087.44,5.9,387.45,Virginia Beach,Los Angeles
9441,21,486.6,6.59,202.02,Tucson,Kansas City
1910,11,2822.28,6.09,82.61,Phoenix,Fresno
8992,2,875.88,6.11,53.13,Tulsa,Kansas City
2817,1,778.56,5.83,952.27,Nashville,Milwaukee
2645,15,2043.72,7.59,34.41,Kansas City,Indianapolis
8964,1,1751.76,5.26,573.4,Seattle,Sacramento
3042,17,973.2,5.02,259.48,Las Vegas,Indianapolis
1578,15,3406.2,4.78,45.72,Columbus,Arlington
3194,16,1167.84,5.77,256.78,Denver,Milwaukee
8799,12,486.6,4.14,1476.78,Denver,Columbus
3955,12,3211.56,4.69,235.52,Charlotte,Tampa
9349,3,291.96,4.78,2448.27,Charlotte,Seattle
7445,16,97.32,5.8,5514.58,Boston,El Paso
5059,16,778.56,5.75,501.93,Columbus,Philadelphia
3210,16,1167.84,6.52,636.53,El Paso,San Jose
5013,22,583.92,6.86,249.59,Columbus,San Diego
4437,2,681.24,5.79,122.38,Dallas,Los Angeles
6716,3,1459.8,5.73,50.38,Oakland,Baltimore
5614,14,875.88,5.62,2249.2,Houston,Fort Worth
2997,7,2335.68,4.19,239.05,Boston,Oakland
8274,9,1167.84,6.83,935.34,Memphis,San Francisco
7370,16,2238.36,5.92,501.87,Minneapolis,Nashville
4561,13,194.64,4.2,936.66,Jacksonville,Columbus
5560,12,2530.32,4.48,32.76,Denver,Oakland
6456,9,4282.08,5.68,175.47,Los Angeles,Minneapolis
7889,15,389.28,6.03,981.41,Portland,Baltimore
7113,7,2433,7.6,234.08,Jacksonville,Atlanta
6126,1,97.32,4.44,3990.27,Miami,Long Beach
5877,16,2335.68,5.78,92.22,Indianapolis,Raleigh
6294,14,2141.04,4.56,391.14,Colorado Springs,Indianapolis
5827,11,973.2,4.02,854.7,Jacksonville,Los Angeles
8221,9,1654.44,6.13,29.47,El Paso,Phoenix
3135,17,1946.4,6.98,467.15,San Jose,Baltimore
4367,10,1265.16,5.01,683.12,Milwaukee,Seattle
3149,4,1265.16,6.78,354.56,Virginia Beach,Milwaukee
9519,20,778.56,5.42,707.67,Louisville,Atlanta
1415,23,2919.6,2.88,204.4,Long Beach,Fort Worth
1019,18,97.32,5.87,1892.47,Los Angeles,Chicago
9137,14,973.2,4.54,302.85,Sacramento,Portland
4782,15,2822.28,6.66,101.38,Fort Worth,Miami
6763,20,973.2,6.96,190.96,Virginia Beach,Fresno
9004,3,2335.68,6.51,383.94,Los Angeles,Portland
8438,24,1459.8,4.28,422.56,Columbus,Louisville
7788,19,3698.16,6.04,108.35,Houston,Miami
9536,1,1265.16,4.99,416.15,Philadelphia,Denver
7069,20,194.64,2.87,3943.05,Indianapolis,Charlotte
3544,17,1557.12,6.46,240.2,Albuquerque,San Francisco
9207,23,389.28,7.21,871.72,Colorado Springs,Long Beach
2196,13,486.6,5.4,293.08,Portland,Milwaukee
4008,2,875.88,4.75,1130.86,Long Beach,Fresno
4928,9,1167.84,6.71,1042.41,Charlotte,Las Vegas
3854,5,583.92,5.17,1940.47,San Francisco,El Paso
1194,3,2822.28,5.17,74.3,Seattle,Tulsa
8147,17,2238.36,6.43,215,Columbus,Atlanta
6039,12,3795.48,4.91,76.53,Houston,Long Beach
6878,6,2919.6,5.52,36.77,Arlington,Denver
8450,2,1751.76,7.12,491.4,Denver,Atlanta
9340,12,2043.72,5.24,582.84,Oakland,Detroit
9827,19,2043.72,5.26,830.5,Los Angeles,Nashville
5605,7,1849.08,4.77,212.77,Detroit,Phoenix
3556,13,97.32,6.72,1788.76,Minneapolis,Tulsa
2197,14,389.28,5.1,1558.29,Omaha,Virginia Beach
3504,8,875.88,3.38,375.37,Las Vegas,Sacramento
4266,1,973.2,5.63,1266.2,San Antonio,Indianapolis
2764,8,681.24,3.17,473.1,El Paso,Louisville
3612,20,681.24,4.8,951.39,Philadelphia,Fort Worth
9737,7,2822.28,5.74,164.32,Denver,Tampa
6637,11,3600.84,6.02,39.49,New Orleans,Fort Worth
1422,21,1167.84,4.89,210.11,Mesa,Tulsa
5284,18,389.28,5.33,644.35,Memphis,Albuquerque
8212,9,291.96,5.29,3942.92,Mesa,Albuquerque
1649,23,1557.12,4.19,65.28,Memphis,Jacksonville
4991,10,1946.4,5.32,519.27,Philadelphia,Portland
7712,24,4087.44,4.81,485.23,Oakland,Chicago
7216,13,389.28,5.56,287.55,Fresno,Kansas City
6506,11,291.96,5.99,5938.91,Kansas City,Mesa
4277,8,3114.24,6.79,84.82,Chicago,Mesa
9239,3,1459.8,5.26,691.12,Minneapolis,Milwaukee
8512,13,4087.44,6.69,33.11,Phoenix,Tulsa
4240,1,389.28,5.84,164.19,Philadelphia,San Jose
2904,13,486.6,6.34,1365.56,Louisville,Fresno
9732,4,2919.6,6.01,731.05,Virginia Beach,Columbus
7571,20,3698.16,3.94,18.85,Arlington,Austin
6242,19,875.88,4.85,217.97,Sacramento,Las Vegas
3714,17,1167.84,6.21,831.31,El Paso,Fresno
4642,22,1167.84,4.55,333.41,San Francisco,Houston
4269,8,2141.04,6.11,248.4,Oklahoma City,Tulsa
1086,15,291.96,6.55,1468.83,San Antonio,Houston
4002,14,3114.24,6.52,381.24,Columbus,Minneapolis
6624,9,1946.4,4.74,745.09,Detroit,Houston
7311,6,1265.16,6.09,870.58,Austin,Detroit
7519,14,681.24,3.96,275.13,Atlanta,Baltimore
8376,23,778.56,6.15,1198.77,San Jose,Seattle
1040,7,194.64,5.06,4174.02,Memphis,Portland
8060,23,3795.48,3.88,63.61,Los Angeles,Raleigh
3579,2,194.64,7.43,580.49,Milwaukee,Tucson
3079,1,486.6,4.88,2395.46,Virginia Beach,Colorado Springs
1330,9,1557.12,6.87,480.85,Houston,Washington
8738,7,1557.12,6.11,51.41,Detroit,San Diego
5914,8,681.24,5.7,185.05,Louisville,Sacramento
7896,22,583.92,4.81,279.85,Indianapolis,Austin
8828,14,486.6,6.14,1388.41,Oklahoma City,Washington
2913,23,3211.56,4.7,128.02,Tulsa,Columbus
5907,20,2822.28,5.11,164.58,New Orleans,Boston
6353,8,2238.36,3.15,130.79,Oklahoma City,Tampa
1433,20,2919.6,5.96,118.64,Albuquerque,Los Angeles
4093,16,1654.44,5.72,400.63,Phoenix,El Paso
2923,19,2627.64,4.87,73.52,Sacramento,Dallas
3106,3,1167.84,6.31,823.15,Las Vegas,Colorado Springs
7015,15,1849.08,5.69,490.61,Albuquerque,Fort Worth
5557,23,291.96,4.95,2538.05,San Antonio,San Jose
4796,24,3600.84,5.85,44.64,Jacksonville,Arlington
4229,16,2822.28,5.89,75.41,Charlotte,Virginia Beach
9545,15,681.24,5.8,673.02,Jacksonville,Phoenix
8647,24,1751.76,5.73,216.94,Arlington,Milwaukee
7542,3,1557.12,5.39,693.21,Baltimore,Minneapolis
1768,21,97.32,5.86,1719.31,San Antonio,Philadelphia
2033,7,3503.52,5.48,39.31,Columbus,New Orleans
1509,7,1459.8,5.66,112.5,Memphis,Long Beach
3224,12,389.28,6.76,1880.55,Milwaukee,Las Vegas
8819,20,1070.52,5.96,133.86,Austin,El Paso
2226,24,2141.04,5.75,147.69,Los Angeles,Detroit
2042,2,1265.16,6.93,223.57,San Antonio,Washington
8613,3,681.24,5.83,1640.01,San Diego,Charlotte
2398,21,2822.28,5.82,66.14,Milwaukee,Los Angeles
1286,4,1654.44,5.53,463.97,Las Vegas,Virginia Beach
3985,14,778.56,5.25,802.34,Columbus,El Paso
1487,14,291.96,6.1,416.41,Oklahoma City,Memphis
8417,19,2043.72,5.26,388.8,Austin,Albuquerque
8858,21,1751.76,5.92,411.47,Oklahoma City,San Antonio
3408,6,1654.44,6.36,45.3,Raleigh,Detroit
4232,18,778.56,6.71,567.18,Fort Worth,Boston
2969,3,1070.52,5.11,454.18,Seattle,San Antonio
9305,5,2335.68,5.07,171.63,Austin,Mesa
3442,20,2627.64,6.24,52.84,Los Angeles,Louisville
3797,21,681.24,4.03,650.38,Nashville,Baltimore
1284,21,3308.88,5.26,35.65,Raleigh,San Antonio
7984,24,194.64,5.48,2573.79,Dallas,Austin
5772,7,1557.12,4.75,522.82,Nashville,Colorado Springs
6942,23,1265.16,5.63,511.96,Tucson,Minneapolis
1289,20,1167.84,5.74,120.71,Seattle,Baltimore
9326,6,778.56,3.42,1036.68,Fort Worth,Phoenix
7748,10,681.24,4.94,897.06,Charlotte,San Diego
2143,13,3406.2,6.27,101.83,Atlanta,Los Angeles
3567,24,1946.4,4.05,19.77,Portland,Minneapolis
1200,1,2627.64,5.64,192.59,Tulsa,Washington
9759,17,2238.36,4.4,234.91,Omaha,Indianapolis
4997,22,1265.16,5.18,177.4,Arlington,Sacramento
9123,4,194.64,3.97,2746.54,Tucson,Mesa
2517,8,2043.72,5.15,367.51,Columbus,Mesa
8191,11,486.6,4.15,993.93,Fresno,Louisville
8702,2,1265.16,5.28,103.7,Raleigh,Memphis
4989,23,778.56,6.53,1248.33,Phoenix,Fort Worth
8785,14,194.64,5.19,1237.67,Houston,Los Angeles
4307,5,1167.84,4.31,517.21,Boston,Tucson
3792,9,2530.32,4.24,88.08,El Paso,Tampa
3141,24,1849.08,5.37,420.46,Oklahoma City,Philadelphia
1776,3,973.2,4.7,725.03,Colorado Springs,Louisville
5815,8,1946.4,5.51,517.09,Louisville,Arlington
6855,4,291.96,4.88,1711.68,Jacksonville,Dallas
5003,12,681.24,4.51,1554.61,Washington,Las Vegas
3808,4,681.24,5.51,1405.29,Oklahoma City,Albuquerque
6569,2,291.96,6.86,1872.83,Oklahoma City,El Paso
1613,8,875.88,7.16,1612.52,Fort Worth,Houston
8309,11,4379.4,5.17,127.45,New Orleans,Phoenix
1556,21,1070.52,5.56,190.54,Colorado Springs,New Orleans
2389,16,2530.32,3.98,68.83,San Jose,Sacramento
1093,10,778.56,5.71,349.05,Seattle,San Jose
5226,6,2433,5.24,413.12,Virginia Beach,Denver
5419,17,2627.64,5.54,26.85,Seattle,Oakland
1737,12,681.24,5.79,647.48,Fort Worth,Philadelphia
1164,21,583.92,4.44,1582.43,Oklahoma City,Milwaukee
4537,18,2627.64,4.02,220.21,Tampa,Boston
6737,1,973.2,5.53,2235.46,Baltimore,Omaha
9246,17,1265.16,3.79,427.02,San Diego,Boston
4952,16,1167.84,5.23,439.74,Atlanta,Oklahoma City
6317,23,1557.12,6.25,233.89,Philadelphia,El Paso
3525,7,681.24,5.64,588.59,Nashville,Baltimore
5350,20,1070.52,5.84,501.14,Miami,Milwaukee
5779,18,1654.44,4.13,493.39,Baltimore,Tulsa
1795,7,1946.4,5.77,251.05,Baltimore,San Jose
2090,4,486.6,7.88,1153.05,San Jose,Phoenix
9691,8,1946.4,5.48,280.06,Long Beach,Nashville
9456,17,1265.16,5.86,290.93,Sacramento,Nashville
3446,1,2335.68,5.02,529.92,Oklahoma City,Arlington
2663,7,3795.48,5.32,124.07,Houston,Long Beach
5419,9,1751.76,5.56,311.6,Arlington,Milwaukee
7732,4,291.96,5.05,968.65,Austin,San Diego
1123,5,4087.44,6.81,292.11,Oakland,Chicago
3904,13,1362.48,5.29,265.31,Phoenix,Denver
5598,24,1167.84,6.28,384.71,Mesa,Nashville
4834,22,681.24,3.63,430.35,Portland,Tucson
1285,19,1265.16,7.13,343.17,San Francisco,Chicago
2036,4,291.96,3.58,1280.44,Oakland,Miami
7085,20,681.24,6.86,890.64,Colorado Springs,Minneapolis
2000,7,778.56,5.42,170.12,Charlotte,Nashville
4303,20,4087.44,6.43,426.85,Phoenix,Tulsa
8338,23,486.6,5.59,872.16,Omaha,Mesa
8747,2,1751.76,4.96,171.89,Colorado Springs,Boston
6443,22,1459.8,4.47,154.39,San Francisco,Milwaukee
9147,19,973.2,3.46,511.36,Omaha,New Orleans
4382,21,681.24,4.66,1648.77,San Diego,Charlotte
5709,10,291.96,4.58,1730.66,Chicago,Philadelphia
8664,9,1946.4,5.45,211.71,San Antonio,Las Vegas
1714,10,1265.16,6.21,498.6,Boston,San Diego
1366,8,2335.68,6.57,63.62,San Jose,Fresno
9581,3,973.2,4.84,158.83,Minneapolis,Sacramento
6614,20,681.24,7.26,1014.36,Colorado Springs,Albuquerque
7115,23,1167.84,6.72,1046.98,Austin,Nashville
4007,15,1070.52,4.76,1261.24,Seattle,San Antonio
3869,20,97.32,5.42,1652.66,Indianapolis,San Francisco
2029,16,2627.64,4.09,37.86,Phoenix,Albuquerque
2116,5,1362.48,4.43,77.9,Boston,San Antonio
8194,23,3406.2,5.9,636.37,Omaha,Phoenix
7879,2,1265.16,6.03,536.53,Miami,Louisville
6542,18,97.32,5.79,5386.22,Oakland,Minneapolis
1331,10,3503.52,5.15,131.87,Houston,Omaha
3836,22,2627.64,5.69,103.87,Houston,Milwaukee
3623,16,194.64,4.2,556.22,El Paso,Washington
4843,6,1459.8,5.25,705.94,Las Vegas,Miami
4659,19,2822.28,4.51,156.08,Los Angeles,Milwaukee
2339,12,1849.08,6,435.67,Jacksonville,Milwaukee
9233,1,2433,5.56,119.3,Colorado Springs,Columbus
2506,5,291.96,4.9,2623.76,Tulsa,Virginia Beach
4115,8,2141.04,5.27,245.07,Mesa,Fort Worth
2521,11,1849.08,5.18,179.87,Houston,Nashville
4825,21,1070.52,6.28,1041.3,Oklahoma City,Sacramento
8798,9,2724.96,3.56,214.3,Colorado Springs,Austin
5179,22,2530.32,6.21,32.24,Virginia Beach,Seattle
6104,16,4184.76,4.61,44.02,San Antonio,New Orleans
8751,3,1751.76,4.69,66.81,Raleigh,Nashville
6395,15,3600.84,6.18,148.67,Austin,Tampa
2709,16,2724.96,6.92,138.91,Philadelphia,Fresno
3139,22,875.88,5.54,1274.54,Tampa,Colorado Springs
6107,7,2627.64,7.6,512.19,Omaha,Fort Worth
4370,7,2822.28,6.24,117.15,Fresno,Phoenix
3009,20,389.28,2.94,433.36,Denver,Nashville
5160,3,291.96,6.81,2317.23,Philadelphia,Dallas
7217,14,778.56,7.09,945.36,Omaha,Tampa
5865,6,2627.64,4.99,316.95,Albuquerque,Phoenix
2710,5,389.28,7.14,394.28,Tampa,Virginia Beach
6897,5,3892.8,5,29.3,New Orleans,San Jose
3233,8,973.2,4.88,725.9,Atlanta,Tulsa
1988,10,1167.84,4.3,751.7,Jacksonville,Detroit
4518,6,2238.36,6.35,55.53,Denver,Miami
9450,11,1070.52,4.17,879.67,Albuquerque,Long Beach
5565,9,3698.16,5.95,179.1,Dallas,Tulsa
9054,16,486.6,6.94,652.71,Atlanta,Miami
2504,22,778.56,6.08,86.65,Mesa,Long Beach
9943,7,875.88,3.54,576.67,Tucson,Miami
9559,10,1654.44,4.5,539.48,Kansas City,Boston
5107,7,2043.72,6.43,331.09,Los Angeles,Nashville
4360,6,583.92,5.51,1888.95,Los Angeles,San Diego
3721,21,2141.04,6.06,116.77,San Diego,Baltimore
4497,8,875.88,5.85,373.4,Oklahoma City,Fresno
7446,8,1265.16,5.16,346.48,Milwaukee,Virginia Beach
2494,4,3698.16,5.14,98.53,Oakland,San Antonio
9540,18,2822.28,5.48,222.27,Houston,Tucson
9847,16,2919.6,5.77,75.84,Atlanta,San Antonio
4295,9,583.92,5.03,524.06,Austin,Indianapolis
7749,12,3308.88,3.83,266.38,Phoenix,Colorado Springs
4016,4,973.2,5.87,353.77,Omaha,New Orleans
2115,24,2822.28,3.46,169.42,Kansas City,Dallas
5695,6,2530.32,6.69,101.32,Milwaukee,Phoenix
3029,8,486.6,6.37,346.95,Memphis,Nashville
6970,4,486.6,5.15,1542.96,El Paso,Indianapolis
9582,7,291.96,6.52,1667.22,Albuquerque,Louisville
1606,15,486.6,4.24,496.31,Memphis,Nashville
8745,13,681.24,4.71,398.61,Denver,Portland
9785,24,2627.64,5.08,386.48,Houston,Milwaukee
2598,7,1751.76,6.31,715.77,Arlington,Milwaukee
2048,19,681.24,5.77,380.18,Oklahoma City,Albuquerque
9939,18,2335.68,5.03,72.75,Fort Worth,Atlanta
6032,12,1946.4,5.23,335.21,Las Vegas,San Antonio
6998,14,2238.36,4.91,423.48,San Antonio,Baltimore
9893,20,1751.76,4.07,225.9,Los Angeles,Washington
7838,16,778.56,5.8,1090.97,Baltimore,El Paso
3093,19,194.64,4.81,1063.07,El Paso,Washington
2340,10,291.96,6.95,2561.7,Tucson,Sacramento
7752,17,4184.76,5.36,356.84,San Antonio,New Orleans
1650,18,1265.16,5.58,596.41,Baltimore,Long Beach
3411,20,2724.96,5.84,559.14,Fort Worth,Raleigh
4718,14,486.6,6.45,526.54,Jacksonville,Indianapolis
4041,19,1265.16,7.79,33,Indianapolis,Baltimore
3393,4,973.2,6.67,811.31,Seattle,San Diego
6546,17,2335.68,6.68,132.35,San Antonio,Milwaukee
8830,10,778.56,4.17,325.52,Portland,Seattle
2811,15,1167.84,4.51,428.62,Seattle,Baltimore
3684,10,97.32,4.56,13095.58,Sacramento,Atlanta
9770,20,875.88,5.3,705.08,Tucson,Miami
5108,7,1167.84,3.85,140.14,Las Vegas,Charlotte
4869,3,2238.36,5.31,696.55,Boston,Virginia Beach
9418,13,1265.16,2.54,139.73,Oklahoma City,Kansas City
5475,17,778.56,6.94,697.3,Memphis,Sacramento
2811,16,2335.68,4.58,283.72,Portland,Los Angeles
7765,4,194.64,5.51,439.27,Detroit,El Paso
6157,21,3016.92,5.26,205.84,Philadelphia,Atlanta
7768,7,1362.48,5.71,164.13,Sacramento,El Paso
2495,21,875.88,6,365.72,Sacramento,Oakland
7430,22,291.96,4.57,931.31,Omaha,Atlanta
4782,24,3114.24,5.98,101.66,Charlotte,Tulsa
5971,7,2141.04,5.67,114.7,Oakland,Nashville
4340,4,1459.8,5.52,52.16,Boston,Sacramento
9545,1,973.2,5.16,781.16,Denver,Louisville
8961,11,778.56,6.97,597.07,Oklahoma City,Indianapolis
5583,10,2433,5.49,332.04,Fresno,Dallas
8863,14,3016.92,5.47,407.22,San Diego,Colorado Springs
7770,6,1167.84,5.54,843.61,Atlanta,Arlington
1613,24,2335.68,4.22,181.96,Charlotte,Colorado Springs
5907,11,3016.92,6.12,279.98,Seattle,Arlington
3346,10,875.88,6.34,2133.29,Miami,Tucson
6168,10,973.2,4.92,117.41,New Orleans,Omaha
1405,22,389.28,3.21,1438.99,Portland,El Paso
3196,7,389.28,5,2486.14,Milwaukee,Las Vegas
3442,6,1654.44,5.76,891.88,Philadelphia,Nashville
2485,15,583.92,3.92,812.43,San Diego,Los Angeles
1671,10,3600.84,5.11,105.92,Minneapolis,Dallas
4766,10,1557.12,5.21,276,Jacksonville,Memphis
3442,3,583.92,5.47,3202.25,Las Vegas,Boston
8908,10,389.28,5.77,694.39,Omaha,Virginia Beach
3478,1,97.32,5.85,5253.61,Tulsa,Tampa
9453,23,2141.04,5.48,484.21,Columbus,Sacramento
1223,8,778.56,5.41,766.64,Washington,Memphis
1253,8,2238.36,5.81,67.43,Milwaukee,San Diego
4844,3,97.32,6.08,10723.97,San Diego,San Antonio
5367,10,3795.48,8.29,248.19,San Antonio,Minneapolis
7849,18,2724.96,5.81,104.6,Long Beach,Charlotte
8703,14,4087.44,4.74,57.19,Tampa,Philadelphia
4556,24,1459.8,5.87,152.17,San Antonio,El Paso
5016,5,194.64,6.11,2702.19,Virginia Beach,Miami
7064,23,778.56,4.83,226.57,Columbus,El Paso
5131,20,2627.64,7.56,122.48,Columbus,Raleigh
6660,5,389.28,5.85,345.91,Miami,Minneapolis
2660,6,2433,4.8,231.49,Phoenix,Baltimore
3405,24,4282.08,5.36,60.79,Los Angeles,Minneapolis
2848,7,3016.92,3.6,445.49,Denver,New Orleans
6117,23,194.64,5.86,5282.22,Columbus,San Francisco
7492,10,778.56,5.24,175.23,Los Angeles,San Jose
5653,24,2433,5.62,49.44,Fort Worth,Kansas City
7752,13,973.2,4.91,642.75,Detroit,Fresno
2637,14,1167.84,5.09,1391.1,San Antonio,Denver
9749,17,1654.44,4.51,113.84,Louisville,Minneapolis
7009,4,194.64,5.18,1518.35,Las Vegas,Louisville
4401,9,778.56,4.94,85.58,Milwaukee,Colorado Springs
6639,10,486.6,4.9,234.96,Charlotte,Washington
6993,22,2822.28,6.78,683.7,Oakland,San Francisco
6672,16,4574.04,4.88,41.25,Arlington,Los Angeles
7646,16,1070.52,5.58,227.81,Oklahoma City,Columbus
2175,5,3795.48,5.2,53.48,San Diego,Tulsa
2572,15,1654.44,4.96,199.92,Oakland,Memphis
4576,23,681.24,3.35,540.06,Memphis,Mesa
2544,6,681.24,6.32,1055.43,Austin,Houston
3779,20,486.6,6.9,361.81,Omaha,Oakland
9817,23,2335.68,6.11,93.21,Arlington,Oklahoma City
3843,1,1946.4,5.01,246.85,Albuquerque,Jacksonville
6680,17,1459.8,7.44,369.35,Boston,Philadelphia
1762,19,97.32,4.41,4911.2,Seattle,Indianapolis
8224,14,3016.92,5.15,145.63,Los Angeles,Tucson
1952,2,778.56,5.97,380.81,Houston,Jacksonville
8353,16,3600.84,4.82,129.32,Miami,Phoenix
2168,14,1362.48,4.93,302.62,Indianapolis,Chicago
1322,20,1751.76,7.11,102.61,Denver,Atlanta
4769,1,2919.6,6.23,362.73,Houston,Fresno
4398,7,3211.56,6.3,491.67,Philadelphia,Colorado Springs
1614,12,1654.44,5.57,256.39,Charlotte,Albuquerque
9135,12,1654.44,5.37,999.5,Louisville,Minneapolis
3836,1,875.88,6.68,1601.58,Detroit,Tucson
7867,22,583.92,5.69,938.1,Phoenix,Austin
6242,18,3308.88,6.16,55.75,Omaha,Philadelphia
1757,4,3795.48,4.59,29.05,Tulsa,San Diego
3589,14,1849.08,6.22,177.79,Raleigh,El Paso
9336,4,2627.64,7.17,413.17,Seattle,Oakland
5922,15,389.28,5.09,934.61,Boston,Indianapolis
6957,7,389.28,5.83,948.63,Omaha,Virginia Beach
5198,14,97.32,5.35,11126.55,Indianapolis,San Francisco
4740,16,486.6,5.29,1203.79,Dallas,Columbus
7680,18,291.96,6.9,1645.41,Oklahoma City,El Paso
1286,24,2043.72,4.66,137.94,Jacksonville,Tucson
3528,22,3114.24,2.27,100.5,Arlington,Indianapolis
8864,6,2141.04,5.26,63.63,Oklahoma City,Chicago
6216,7,1557.12,4.04,232.52,Boston,Atlanta
8393,18,3600.84,5.71,401.1,Fort Worth,New Orleans
3171,16,2822.28,7.28,227.5,Milwaukee,Los Angeles
4724,14,1751.76,4.27,348.63,Louisville,Austin
9384,22,4087.44,3.38,151.27,Virginia Beach,Los Angeles
4563,16,973.2,5.35,547.57,Seattle,San Diego
7964,12,3698.16,4.48,85.16,Omaha,Los Angeles
8309,15,1265.16,5.66,798.46,Memphis,Charlotte
8799,3,291.96,4.64,382.91,Portland,Louisville
6969,6,875.88,5.77,655.93,Fresno,Oklahoma City
4034,12,1946.4,6.43,70.29,Oklahoma City,Phoenix
6943,4,194.64,5.82,2503.9,San Francisco,Columbus
2683,6,1751.76,5.16,316.66,Albuquerque,New Orleans
2668,12,2141.04,4.5,303.15,Tucson,Austin
1617,16,194.64,5.54,1487.23,Baltimore,Albuquerque
9995,9,2043.72,3.85,344.72,Tucson,Jacksonville
7915,3,778.56,7.9,552.14,San Antonio,Charlotte
5008,3,3503.52,4.47,148.77,Columbus,New Orleans
8526,5,2141.04,4.91,40.74,Jacksonville,Fresno
6278,1,1167.84,4.7,133.03,Indianapolis,Phoenix
1850,4,291.96,5.78,2700.3,San Diego,Austin
9304,20,2335.68,4.3,161.97,Oklahoma City,Arlington
6536,16,2335.68,4.61,168.63,Tucson,Dallas
2209,13,2724.96,7.02,313.02,Milwaukee,Chicago
8468,13,1167.84,6.9,489.64,Detroit,Sacramento
7010,6,194.64,7.64,690.76,Columbus,San Francisco
3019,10,2822.28,5.51,55.25,Fort Worth,Miami
7781,24,1265.16,6.37,388.17,Oakland,Albuquerque
1950,23,389.28,5.76,171.86,Washington,Detroit
5857,8,291.96,4.16,2203.45,Phoenix,San Diego
6650,16,97.32,7.05,1875.01,Milwaukee,Baltimore
8757,1,778.56,4.66,1329.99,Long Beach,Mesa
1312,6,1654.44,6.51,641.21,Washington,Atlanta
4642,2,389.28,5.87,1938.61,Washington,Detroit
3945,9,3600.84,6.03,96.25,Arlington,Jacksonville
1053,7,3308.88,5.26,237.78,Tampa,Columbus
2292,13,681.24,4.59,956.37,Colorado Springs,Albuquerque
6565,7,4184.76,7.36,233.57,New Orleans,San Antonio
6614,7,3892.8,6.17,153.56,Oakland,Phoenix
2359,18,1070.52,6.46,120.71,Indianapolis,Memphis
3503,14,973.2,5.75,665.28,Atlanta,Tulsa
3937,4,291.96,4.11,1259.62,Phoenix,San Diego
6973,4,4184.76,6.34,39.97,Los Angeles,Oakland
5973,19,486.6,4.42,1952.43,Milwaukee,Portland
1194,13,1849.08,5.72,101.41,Colorado Springs,Washington
1325,19,2919.6,6.52,168.48,Fort Worth,Long Beach
4746,15,4282.08,4.84,196.48,Los Angeles,Minneapolis
8463,22,3308.88,4.52,162.2,Phoenix,Colorado Springs
6080,15,97.32,5.35,11440,Philadelphia,Phoenix
7284,4,3308.88,3.52,108.74,San Jose,Virginia Beach
5910,13,2335.68,4.85,410.4,Albuquerque,San Diego
6034,13,2627.64,5.07,181.39,Boston,Tampa
8406,18,2335.68,6.14,484.68,El Paso,Minneapolis
7604,23,3211.56,3.85,342.39,Indianapolis,New Orleans
4657,9,1362.48,6.38,971.19,El Paso,Sacramento
4780,15,1459.8,5.61,506.54,Baltimore,Charlotte
7520,18,194.64,4.94,7540.98,Baltimore,Albuquerque
8690,7,2724.96,6.83,169.43,Indianapolis,Oakland
2034,11,4087.44,5.6,31.87,Phoenix,Tulsa
3430,6,2433,4.84,416.96,Nashville,Tampa
5683,8,97.32,5.13,14055.3,Fort Worth,Jacksonville
2297,17,875.88,4.58,925.03,Charlotte,Detroit
6298,14,486.6,6.16,1110.17,Arlington,Virginia Beach
8334,2,291.96,5.13,1048.51,Atlanta,Omaha
1463,6,291.96,4.64,2584.71,Fort Worth,San Francisco
7444,8,1362.48,5.25,255.3,San Francisco,Baltimore
1236,20,583.92,5,813.13,Columbus,San Diego
2105,9,1459.8,5.4,187.78,Boston,Sacramento
4669,2,1946.4,5.97,308.8,Long Beach,Nashville
6800,20,291.96,4.75,846.45,Miami,Colorado Springs
4407,12,486.6,5.53,688.45,Albuquerque,Atlanta
2939,5,3211.56,7.09,110.22,San Diego,Raleigh
6110,5,3990.12,5.35,116.15,Houston,Oakland
9035,22,389.28,6.13,211.24,Kansas City,Fresno
3486,13,3406.2,6.48,47.13,Chicago,Kansas City
7610,14,486.6,5.37,1969.76,Tucson,Memphis
5670,6,778.56,5.41,384.48,Miami,New Orleans
2811,11,778.56,5.73,554.77,Omaha,Albuquerque
4722,11,2238.36,5.19,501.2,Fort Worth,Sacramento
9187,4,97.32,5.68,1622.3,Detroit,Oklahoma City
2525,18,2335.68,6.04,232.25,Austin,Mesa
4009,23,2433,5.73,693.18,Oklahoma City,New Orleans
1302,3,778.56,7.79,1598.4,Fresno,Portland
3624,14,3211.56,2.94,51.4,Arlington,San Francisco
6019,23,194.64,7.75,1938.11,San Francisco,Seattle
4677,10,1265.16,5.41,790.65,Tampa,Mesa
8902,23,2238.36,5.42,92.49,Mesa,Jacksonville
